Pathway	pVal	zScore	Genes	type	comparison
EWSR1 Signaling	5.26760624	-3.207	"CDK1,DLGAP5,F2RL1,GAS1,KIF20A,NPY,NR0B1,NUSAP1,PBK,PCDH20,PCLAF,RRM2,SYNPR,TOP2A"	Upstream	Adult_vs_Fetal
EWSR1-FLI1 Signaling	4.510041521	1.318	"AK5,CALCB,CALD1,CCN1,CD24,COL3A1,COL5A2,FIBIN,FJX1,FOXM1,GPR37,IGFBP5,LOXL1,MAP2,MPP4,MTMR10,MYH10,PDGFRA,S1PR1,SELENOP,SLFN5,TLE1"	Upstream	Adult_vs_Fetal
Exploratory behavior	7.000434512	-0.298	"LRRN1,ITGA3,CNR1,CKB,PAK5,PDE10A,BRINP1,KCNC1,CHRNB2,NRG3,S100A10,PTPRF,ITGB3,TRIB2,ST8SIA2,LSAMP,SH3KBP1,GRIA1,JPH4,SLC9A1,KCNB2,RIMS1,MAGED1,PLAT,ATXN3,ANK3,CHL1,CADPS2,CRHBP,SSTR2,CKMT1A/CKMT1B,SERPINI1"	Functional	Adult_vs_Fetal
Expression of RNA	7.732828272	0.276	"PATZ1,VRK2,KLK6,ABCA2,ERBB4,PARP9,RPS5,DACH1,ENC1,RIT2,SNAI2,NFKBIB,GLIS2,TOP2A,NCOA7,MTERF1,MYRF,FOXG1,ABLIM3,EOMES,SGK1,SMARCD3,ZNF423,BAX,FST,NMI,CCN1,FEZF2,INSM1,DEPDC1,EHMT2,PTPN22,MAGI2,IKZF3,EPHB1,RFX3,H1-3,SAFB,MRPL2,RPS3A,ERP29,NRXN1,NCAM1,MLIP,PAX6,PRDM16,PLAAT4,KDM4A,HAX1,SIX4,DMRT1,YAP1,RPL23,TRIM24,KCTD1,IRF8,STAT3,RUNX1,MARCKSL1,STUB1,NR0B1,RPL27A,APLN,ISG20,AEBP1,RPL39,SP100,TGFB2,IGF2BP3,SMYD3,NR2F6,CREB3L1,VAV2,BRIP1,BMPR1A,PICALM,POLR3K,SMAD1,PRMT7,SLC24A3,FGF1,F2RL1,UFL1,GZF1,ZNF703,ETV4,SOX12,TASP1,NOL3,ADNP,EIF2B2,RIDA,PMP22,SOX6,CBX1,CDK4,ZNF706,SEC23B,SHC4,TRIM28,SOX11,CTNNBIP1,ZNF804A,CNTF,FOXK2,ETV7,PYGO1,DCLK1,ETV1,KDM7A,DMAP1,PPARA,HYAL2,MCF2L,RAP1A,TTBK1,ZNRD1,AJUBA,NOG,TIPARP,CAMTA2,TCEA2,PSRC1,TSKU,USP3,HAS3,SOX5,MAPK12,EZR,PKIA,TBKBP1,THAP11,ETV5,HES1,CKS1B,SEC16B,KLF13,TF,NDN,BNC1,EMX2,ZNF148,PRDM5,MAX,TP53,NOTCH2,TEAD2,CCR5,FN1,DDIT3,YBX1,ECSIT,BMP7,HDAC2,APBA1,BRD3,BORCS8-MEF2B,RDX,NFX1,KDM1A,TSC22D1,IRF2BP2,FECH,ACVR2B,E2F6,LRP5,IRF9,CASK,TUBG1,SMO,DOT1L,TLE1,BASP1,RPLP1,NOC2L,AFF2,ZFP36L1,CDKN1C,CGGBP1,SOX21,CELSR2,PIK3R3,IL1B,POLR2E,VPS72,NFIB,INSR,ZEB1,PNOC,SGMS1,IGFBP5,TEAD4,DCX,UHRF1,LRP3,EIF3F,MAZ,RUNX2,MSH2,TFAP2C,ANXA7,PF4,FZD2,ATAD2,CBX7,PIK3R1,TRIM37,MYT1L,ZNF93,ELP4,INTS11,HMGN5,MAPK3,TCF3,RFXANK,RPS6KA3,MPG,GLI3,RIMS1,NIPBL,HBG2,ING1,CTDSP1,NHLH1,PLP1,TIMP3,RASA1,FNIP2,RFX4,MEF2A,LPAR1,PICK1,MAP4K5,ACTA2,FLOT2,TNFRSF10B,ELF1,CFLAR,TNC,LRP1,HMGA2,CD9,TNFRSF11A,DTX3L,CCDC3,S1PR1,SH3KBP1,RPAIN,BIRC5,NRG1,TRAF7,PWP1,PTK2,HBE1,WWC1,PCID2,GDNF,BCL6,CD47,CDK5R1,AHR,SMARCA1,IL1A,PKIG,CD34,BCL11A,IFI16,CALCB,HEY1,EFEMP1,CRH,SLC31A2,HTATIP2,FOXP1,MCM7,PKD1,DLK1,TADA2A,ZBTB38,RHOC,H1-5,ELK4,PITHD1,DLX2,CBX2,ZBTB18,NPM3,CLDN5,NTRK3,STX1B,DMTF1,PCGF5,MLLT3,IRF2BPL,GRM5,TOX3,WWP2,RORB,FOXC1,GTF3C1,DTX1,LPAR2,BCL11B,LMO2,PPM1L,MACROH2A2,PTMS,NME1,RPS17,MED23,AURKB,FGFR1,PPM1D,LMO4,HDAC8,CHD3,NR2E1,ZNF516,FOXK1,RBFOX2,GRHL1,ZIC2,BCL9,WARS1,SOX2,ERCC2,EGFR,TET1,MELK,ZNF282,HBB,MLLT11,EZH2,MYC,COL4A2,ATF7,SOX9,SEMA4D,C1orf61,SSRP1,FZD7,H2AX,CCNDBP1,BMPR1B,STAT1,BHLHE41,DLX1,ZNF540,PLCB1,NFATC4,MAP3K7,TANK,MYBL1,RGMA,DCLK2,ATXN3,RAMP2,DVL1,NR2F2,NR2F1,CPE,ECT2,PHF14,CHEK1,IFRD1,FOXM1,MN1,CNP,MED16,DIP2A,F2R,CAPN3,ELL2,SFR1,EEF1D,ARNT,ZNF536,CHURC1,SOX1,MYT1,DLG1,CENPK,CAPRIN1,TGFB1I1,CKAP2,MBD2,MBD4,KDM4C,SLC20A1,TAF12,PURA,RPL6,POU3F2,IRF7,HOPX,ATP1B1,PFKM,EIF4EBP1,TRIM11,FOXO1,EIF4G1,GLIS3,MBP,IGF2BP1,RACK1,BBS4,PAK1,OGT,QARS1,OTX2,RPS14,PCGF2,CENPF,MAP2K2,GNG2,IGSF1,CDK1,PAM,HINT1,POU3F4,PHB,AMPH,RAI1,CKS2,NGF,ST18,MBD3,DUSP4,DNAJA4,PTPRZ1,NEUROD6,AHRR,JAK2,CCL5,CRYAB,NLK,CDK5,EPHB2,ASPM,ANK3,PPARD,FBLN1,ZIC1,RASD1,PIK3R2,RPS6KA2,NR3C1,TEAD1,GADD45A,SERPINE1,YES1,SOX4,NOTCH3,NME2,GJA1,SALL2,PHGDH,OTX1,ITGA3,ZFYVE16,TP53INP1,DHFR,HMG20A,WNT2,SFRP2,ITGB3,BLNK,DDB2,PAIP2B,SLC9A1,PPP1CA,GLI2,MAGED1,ARX,MRPL23,NGFR,PBX1,CTBP2,FHL2,ASPH,EPAS1,ZC3H12A,PKNOX2,POU3F3,GAL,INHBB,NELL1,NFE2L2"	Functional	Adult_vs_Fetal
Extension of axons	6.603800653	-1.349	"RUFY3,DCLK1,CXCL12,NDN,VCL,IFRD1,MAG,ROR1,SLAIN1,CCR5,MAP2,FN1,NTRK3,LRP1,NLGN3,NGF,ADNP,EIF2B2,AATK,SEMA5A,EFNB1,SEMA5B,NTN1,PAK1,DBN1,CDH4,CDK5,DVL1,RAB21,CDK5R1,SHTN1,DCX,SEMA3A,CNTF,BAX,C9orf72"	Functional	Adult_vs_Fetal
FANCC Signaling	3.987162775	-0.478	"ATP1B1,CASK,CDK1,CXCL12,DLG2,FGFR1,FHL2,FZD2,HES1,IL1B,MX1,MYRF,NR3C1,PCLO,PTX3,RND3,SCHIP1,SNX7,TP53"	Upstream	Adult_vs_Fetal
FFAR3 Signaling	3.389339837	2.523	"ADGRV1,B4GALT2,BAX,BCL11A,CA10,CALB1,CLSTN3,DUSP14,ENPP2,IL1A,IL1B,KCNH5,PDXP,RCN1,SMOC1,SPOCK1,TP53,TRPC4,VAT1L,VSNL1"	Upstream	Adult_vs_Fetal
FGF1 Signaling	3.742321425	1	"AHR,CCN1,COX5A,CPXM1,DLX2,FGFR1,FZD2,FZD7,FZD8,GDNF,GSTM5,IL1B,LRRC17,MKI67,MYC,NFE2L2,NOTCH3,RFLNB,RHOU,SERPINB1,SGMS1,SNAI2,SOX2,SSTR2,TCF3,TEAD4,TGFB2,TIMP3"	Upstream	Adult_vs_Fetal
FGF2 Signaling	5.600326279	-3.414	"ACTA2,ADGRL2,ANGPTL4,BAX,BCL6,BGN,BIRC5,CALB1,CCN1,CCND2,CDC25A,CFLAR,CHRM3,CNP,CNTF,COL1A2,COL3A1,CRYAB,CXCL12,DDIT3,EFNB2,EGFR,ENPP2,EPAS1,ETV1,ETV4,ETV5,FGFR1,FN1,FOXO1,GADD45A,GAP43,GDNF,GFAP,GJA1,GRIA1,GRIK5,HES1,IGFBP2,IGFBP4,IGFBP5,IL1B,ITGA3,KCNC1,LRP5,MBP,MGMT,MKI67,MYC,NEUROD6,NGFR,NOG,NPY,NR3C1,PDGFC,PDGFRA,PDGFRB,PENK,PLAT,RUNX1,RUNX2,S100A10,SCG2,SERPINE1,SLC20A1,SLC41A2,SNAI2,SOX9,SPRY4,TEAD4,TF,TFPI,TGFB2,TIMP3,TOP2A,TP53,TUBB3,ZEB1"	Upstream	Adult_vs_Fetal
FMR1 Signaling	6.009217308	0.774	"ATP2B2,ATP5IF1,ATP6V1E1,BASP1,BCAS1,CLSTN3,COL5A2,DLG2,DLG3,DLGAP1,FGF14,GAP43,GRIA1,GRIK3,GRIN2B,IGFBP4,KCND2,LYNX1,MRPL11,MRPL23,MRPL36,MRPS6,NDN,PCDH8,PCLO,PFKP,PLAT,SLC1A2,SLC24A2,SMOC1,SNAP25,SPARCL1,STX1B,SYT1,TAGLN2,TF,VWA1"	Upstream	Adult_vs_Fetal
FN1 Signaling	3.372634143	-0.404	"ACTA2,AHCY,BCAT1,BIRC3,BIRC5,C2orf27A/C2orf27B,CCL4,CCL5,CCN1,CCT4,CDK4,DLGAP4,EGFR,EIF5A,FN1,HK1,IGF2BP3,IL1B,ITGAE,ITGB3,LGALS8,MAP3K7,MARCKS,MAX,MTCP1,MYC,PDGFRA,RASSF2,RDX,RUNX2,SEC23B,SERPINE1,SKP2,SLC9A1,SNAI2,SNAP23,SOX2,SOX9,TNFRSF10B,VAV2"	Upstream	Adult_vs_Fetal
forskolin Signaling	4.428291168	-1.566	"ABCA1,ACTA2,ACTN1,ADGRA1,ADGRL2,AIP,AKAP12,ARL4C,ATP1B1,BIRC5,CAP2,CCL5,CCNB2,CCND2,CD55,CD9,CDC42SE1,CDK4,CDKN1C,CDKN3,CNP,COL1A2,CRH,CRHBP,CRYAB,CTSV,CYFIP2,DDIT3,DHCR7,DUSP14,EFNB2,EIF5A,ELL2,EPHA5,ETV4,EZH2,EZR,FN1,FOXO1,FST,GADD45A,GAL,GAP43,GFAP,GJA1,GPRC5B,GRIA1,GRK5,GSTM5,GTSE1,H2AC20,HAPLN1,HAS3,HHIP,HLA-DRA,HSPA2,IGFBP5,IL1B,INA,ING1,INHBB,ITGA3,LAYN,MAPK3,MFGE8,MFN1,MYC,NGF,NNAT,NOL3,NPTX2,NPY,OCIAD2,PCDH11X,PDE4B,PDLIM3,PEG10,PENK,PLAT,PLCL1,PTPRF,RASAL2,RASGEF1B,RFX4,RGS5,RORB,RRM2,RUNX1,RUNX2,S100A10,S1PR3,SCG2,SERINC2,SERPINE1,SGK1,SIK3,SLC17A6,SLC1A2,SLC41A2,SMARCA1,SNAP25,SSTR2,ST8SIA2,STAT1,STAT3,STK11,SYNJ2,TAGLN2,TCF3,TK1,TP53,TPM2,TUBA1A,VCAN,VCL,ZEB1"	Upstream	Adult_vs_Fetal
FOXM1 Signaling	4.504455662	-4.72	"AURKB,BIRC5,BRIP1,BUB1B,CCNB2,CCND2,CDC20,CDC25A,CDCA2,CDK1,CDKN3,CENPF,CKS1B,CKS2,CXCL12,EZH2,FOXM1,GTSE1,KIF20A,MKI67,MYC,NEK2,PRC1,PROM1,SKP2,SNAI2,SOX2,STAT3,TOP2A,TP53,VCAN,ZEB1"	Upstream	Adult_vs_Fetal
FOXO1 Signaling	5.53313238	-2.062	"ACLY,AIP,ANGPTL4,APLN,ASPM,BAX,BCL2L13,BCL6,BIRC3,BIRC5,BLNK,BRIP1,CCL4,CCNB2,CDK1,CDKN1C,CENPF,CERS4,CFLAR,CLDN5,CNR1,COL4A1,COL4A2,COX10,CTSV,DCX,DEPDC1,DLGAP5,EIF4EBP1,ELOVL7,ENPEP,EOMES,FABP5,FN1,FOXC1,FOXM1,FOXO1,FST,GADD45A,GPX3,HDAC8,IGFBP7,IL1B,INSR,ITGA3,KIF11,LAMP2,ME1,MFN1,MRPL55,MRPS12,MYC,NCAPG,NDN,NEK2,NPY,NUSAP1,PAK1,PBK,PRC1,PRF1,PSMB6,PTPRB,RPS6KA3,RUNX2,S1PR1,S1PR3,SERPINB1,SERPINE1,SESN3,SGK1,SLC25A23,SOX2,SOX4,SOX5,SOX9,SPC25,SPTLC2,TKT,TNFRSF11A,TP53,TSPO,ZEB1"	Upstream	Adult_vs_Fetal
FOXO3 Signaling	11.0867161	3.306	"ACLY,ACTA2,AHR,APEX1,APLN,ATG4B,BAX,BCL2L13,BCL6,BIRC5,BUB1B,CCN1,CCNB2,CCND2,CDC20,CDC45,CDK4,CDKN1C,CDKN3,CERS4,CFLAR,COL4A1,COL4A2,CPT1A,CTSV,DDIT3,DLGAP5,DOK5,EIF4EBP1,ELOVL7,ENPEP,FABP5,FBXO5,FN1,FOXC1,FOXM1,FOXO1,GADD45A,GLUL,GPX3,GSTM5,HDAC8,HTATIP2,IGFBP7,KIF15,KIF2C,MAX,MBNL1,MCM4,MCM7,MKI67,MYC,NDRG1,NOL3,PAK1,PBK,PRDX5,PTPRB,RASA1,RUNX2,RUVBL1,S1PR3,SAC3D1,SERPINB1,SERPINE1,SESN3,SGK1,SH3GLB1,SIX4,SKA1,SKA2,SKP2,SOX5,SOX9,SPTLC2,TGFB2,TP53,TP53INP1,TPX2,UBE2C,YBX1"	Upstream	Adult_vs_Fetal
FOXO4 Signaling	3.173925197	1.322	"ACLY,APLN,BCL6,CCND2,CERS4,COL4A1,COL4A2,ELOVL7,ENPEP,FABP5,FOXC1,GADD45A,GPX3,IGFBP7,PTPRB,RUNX2,S1PR3,SERPINB1,SERPINE1,SESN3,SGK1,SOX5,SOX9,SPTLC2"	Upstream	Adult_vs_Fetal
FSH Signaling	7.730487056	-0.655	"ACTA2,ACTN1,AHR,AKAP12,ALDH3A2,APLN,ARHGAP35,ARL4C,ATP5IF1,BCL11A,BMPR1A,BMPR1B,CAP2,CAPZA1,CCND2,CD55,CDKN1C,CFLAR,CPE,CTSV,CYFIP2,DHCR7,DUSP14,EGFR,ELL2,ENC1,EPS15,EZR,FGFR1,FOXG1,FOXK2,FOXO1,FST,GPRC5A,GPRC5B,GRK5,IGFBP4,ING1,INHBB,ISG20,ITGA3,MAP3K7,MBD2,MN1,MYC,MYRF,NLK,NOL3,NPY,NR0B1,NRG3,PCSK6,PDLIM3,PENK,PLAT,PLCL1,PPARA,PPP1R2,PTPRF,RAD17,RAP1GAP,RASAL2,RASSF2,RGS5,RPL39,SERPINE1,SGK1,SMAD1,SNAP23,SNAP25,SSTR2,STAT1,TF,TGFB2,TK1,TNFRSF10B,TP53,TPM2,TUBA1A,VCL,ZEB1,ZNF519"	Upstream	Adult_vs_Fetal
fulvestrant Signaling	5.829738285	3.22	"ACOX2,BAX,BIRC5,CA12,CALCB,CAST,CCDC34,CCL5,CCN1,CDC20,CDC25A,CDK1,CENPF,CENPX,CKS1B,CXCL12,EGFR,F2R,FOLH1,FOXM1,G6PD,GADD45A,GAL,GJA1,GTSE1,H2AX,HAMP,HES1,IGFBP5,IL1B,INHBB,ITGB3,KIF11,LRP8,MAZ,MCM7,MTHFD1,MYC,MYO1B,NGFR,NME1,PRSS23,RNASEH2A,SELENOP,SIAH2,SKA2,SKP2,SNAI2,SSTR2,STAT3,TGFB2,TK1,TP53,UBE2C,WEE1,ZEB1,ZMAT3"	Upstream	Adult_vs_Fetal
G Protein Signaling Mediated by Tubby	3.03	0	"GNG11,GNG12,GNG2,GNG3,GNG4,INSR,JAK2,PLCB1,PLCB2,PLCG1"	Canonical	Adult_vs_Fetal
Gap Junction Signaling	3.09	0	"ACTA2,ADCY1,ADCY2,ADCY6,ADCY8,DBN1,EGFR,GAD1,GJA1,GJB1,GJC1,GRIA1,GRIK1,GRIK3,LPAR1,MAP2K2,MAPK3,PIK3R1,PIK3R2,PIK3R3,PLCB1,PLCB2,PLCG1,PLCL1,RAP1A,RASD1,RRAS2,TJP2,TUBA1A,TUBA8,TUBB,TUBB2A,TUBB2B,TUBB3,TUBB4B,TUBG1"	Canonical	Adult_vs_Fetal
GAS2L3 Signaling	3.07007044	1.89	"CCND2,EPHX1,F2R,PTPN14,PVT1,TP53,ZMAT3"	Upstream	Adult_vs_Fetal
GATA1 Signaling	4.950781977	-0.211	"ABCA2,ACTN1,AHSP,AIP,ALAS2,BIRC5,CCL5,CCND2,CCR5,CDK4,CDKN2D,CHCHD6,CNN3,EXOC1,EZH2,FECH,FHL1,FSD1L,HBA1/HBA2,HBB,HBE1,HBG1,HBG2,IKZF3,INHBB,INSM1,IRF8,ITGB3,KDM4A,LMO2,LMO4,MAGED1,MAMDC2,MBP,MSH2,MTHFD1,MYC,NCOA7,PF4,PLXNA2,RANBP1,RANGRF,RGS13,RNF220,RPL27A,RUNX2,SLC19A1,SOX6,SPOCK2,SRM,ST18,TAC3,TGFB1I1,TOP2A,UHRF1,UNG,ZEB1"	Upstream	Adult_vs_Fetal
gefitinib Signaling	3.093664958	0.038	"ADAMTS15,AURKB,BIRC5,BUB1,CD274,CDKN2D,CELSR2,CFLAR,CHEK1,CKAP2,DHFR,DUSP4,ECT2,EGFR,ETV4,ETV5,GJA1,IGFBP5,KIF11,KIF23,MKI67,MMP15,PDGFRA,PF4,PRC1,SKP2,SLC20A1,SMO,SPRY4,STAT1,TIMP3,TNFRSF10B,TOP2A,TP53INP1"	Upstream	Adult_vs_Fetal
geldanamycin Signaling	3.511449283	0.886	"ACTA2,AIP,ANXA7,BAX,BCL11B,BGN,BIN1,BIRC5,BSG,CDH24,CDK1,CDK4,CDK5,CFLAR,CHEK1,CNP,DBNDD2,DLGAP5,EGFR,EIF1AD,FBLN2,FGFR1,GJA1,H2AX,HACD3,HLA-DRA,IFI16,IFIT2,KNL1,MAP2K2,MED23,MYC,NR3C1,NTN1,PAK1,RAB21,RPS6KA2,RTN1,SAFB,SLC1A2,SMARCA1,SNX33,STAT1,TP53,TPD52,TPMT,TPPP,TRAP1,TRIM3,UHRF1,WEE1"	Upstream	Adult_vs_Fetal
Glutamate Receptor Signaling	3.72	-2.828427125	"GLS,GLUL,GNG11,GNG2,GRIA1,GRIK1,GRIK3,GRIK5,GRIN2B,GRIN2D,GRM5,HOMER3,PICK1,SLC17A6,SLC1A2,SLC1A6"	Canonical	Adult_vs_Fetal
Guidance of axons	19.09312647	-1.937	"DCLK1,ETV1,CNTN4,ERBB4,GALNS,TUBB3,EFNA5,DPYSL5,ROBO3,NOG,SEMA3C,EPHA5,PTPRF,NFASC,UNC5D,MATN2,SEMA5A,SH3KBP1,ROBO2,EFNB1,EPHB3,GAS1,GAP43,EZR,TGFB2,CDH4,RNF165,DOK6,RAP1GAP,EPHB2,SPTBN2,CDK5,PTK2,BOC,VAV2,ANK3,GDNF,CDK5R1,CHL1,SLIT1,DCX,EFNB3,SPTAN1,CXCL12,DAB1,FEZF2,CELSR3,B4GAT1,PIK3R1,EPHB1,BMPR1B,VTI1A,ETV4,SRRM4,LAMB2,BMP7,MAPK3,HS2ST1,NTN1,ARHGAP35,GLI2,GLI3,MYH10,ARX,NRXN1,DVL1,OTX2,PLXNA4,DOK5,SHC3,UNC5C,NCAM1,PAX6,NGFR,SEMA3A,NR2F1,PLCG1"	Functional	Adult_vs_Fetal
H3C14 Signaling	3.324221658	0	"ADGRL3,HBB,IL1B,LRP2,RND3,RUNX1"	Upstream	Adult_vs_Fetal
HDAC1 Signaling	3.199970641	1.76	"AKAP12,AMPD3,APEX1,BAX,BCL6,CCL5,CCNB2,CCND2,CD34,CDC25A,CDK1,CENPX,COL1A2,COL9A1,DENND2B,DHFR,EGFR,EHMT2,FAM107A,FN1,FOXM1,GLUL,H2AX,HBE1,HBG1,HBG2,HES1,INA,LMO2,MCM10,MCM7,MYC,MYH7,RRM2,RUNX2,SCN2A,SERPINE1,SGK1,SLC1A2,SNAI2,SOX2,SOX9,STAT3,TOP2A,TP53,TPD52,TUBB3,UHRF1"	Upstream	Adult_vs_Fetal
HDAC4 Signaling	4.361510743	-0.253	"ANGPTL4,CALB1,CALCB,CAMTA2,CAP2,CHRDL1,CNKSR2,CYFIP2,DLG2,DRP2,FGF13,FST,GABRA4,GADD45A,GPM6A,HDAC2,HLA-DRA,KLHL2,MAG,MBP,MYH10,MYOT,NECAB1,NETO1,PMP22,RTN1,RUNX2,SCRG1,SNAP25,TSPAN13,TSPAN7"	Upstream	Adult_vs_Fetal
HGF Signaling	6.212539525	-4.997	"ACTA2,ADGRL2,AHR,AKAP12,ANGPTL4,ANK3,AURKB,BIRC3,BIRC5,BMP2K,BNC1,BUB1,BUB1B,CA9,CCL4,CCL5,CCN1,CDC20,CDC25A,CDC45,CDK1,CDK4,CDKN3,CELSR1,CENPF,CFLAR,CHRNB2,CKS1B,CNTFR,COL1A2,COL3A1,COL4A1,CRYAB,DBF4,DDIT3,DOK5,DUSP4,EFNB2,EMP2,FAIM2,FN1,FOXM1,GRK5,HELLS,HES1,HK1,IGFBP4,IL1B,IRF8,ISG20,KIF11,KIF15,KIF2C,LRP8,MAD2L1,MELK,MKI67,MYC,NDC80,NEK2,NRG1,PHB,PHLDA1,PKD1,PLXNA2,PMP22,PPARD,PRC1,PTPRF,RARRES2,RCC1,RUNX2,SEMA3A,SERPINE1,SGK1,SKP2,SLC1A2,SLC20A1,SOX2,TAGLN2,TGFB2,TIMP3,TMEM158,TNFRSF10B,TP53,TPX2,TRIB2,TRPC4,TTK,UBE2C,ZEB1"	Upstream	Adult_vs_Fetal
Histone h4 Signaling	3.1837587	0	"AHSP,AKAP12,CCL4,CCL5,CDC25A,CDK1,CDK4,CFLAR,CHRNA3,CHRNA5,DHFR,FOXM1,G6PD,GAS1,HES1,IL1A,IL1B,KIF13B,MAD2L1,MCM4,MGMT,MSH2,NLGN1,NLGN2,PRMT3,RRM2,RUNX2,STAT3,STRN,TACC2"	Upstream	Adult_vs_Fetal
HNRNPA2B1 Signaling	7.026872146	0	"ANXA7,ARSJ,CA12,CD24,CRB1,CTSV,DCLK1,DSE,ELOVL2,ELOVL7,FHL1,FN1,FZD8,GJA1,GJC1,GPRC5B,HMGB3,IGFBP2,INHBB,LPAR1,MYC,NR2F1,NTRK3,PBX1,PDGFC,PEG10,PRSS3,RASSF8,ROR1,S1PR3,SLC1A2,SNAI2,SNAP25,SRI,SYT1,TGFB2,TLE1,TOX3,VCAN"	Upstream	Adult_vs_Fetal
HOXA4 Signaling	3.507239611	1.026	"ACTA2,BIRC5,CCN1,CCND2,MYC,TAGLN2,TGFB2"	Upstream	Adult_vs_Fetal
HRAS Signaling	6.958607315	1.167	"ACLY,ADGRE5,ANTXR1,ANXA6,ASAP1,ATP1A3,AURKB,BAX,BIRC3,BIRC5,BMP7,BOK,CACNG4,CALD1,CBX2,CCL5,CCN1,CCND2,CD24,CDC25A,CDK1,CDK4,CDKN2D,COL1A2,COL3A1,COL4A1,COL5A2,CPT1A,CSRP2,CTSV,CXCL12,DDIT3,DLX1,DMTF1,EFEMP1,EFR3B,EGFR,EIF4EBP1,EIF5A2,EMX2,EMX2OS,EPHX1,ERP29,ETV4,ETV5,F2R,F2RL2,FBLN2,FHL1,FN1,FNBP1L,FOXM1,FOXO1,FSTL1,FZD2,GJA1,GPX3,HES1,HEY1,IGFBP4,IGFBP5,IL1A,IL1B,IQGAP2,ITGAE,KCNC1,LMNB1,LOXL1,LRRC17,MACROH2A2,MAPK12,MAPK3,MFGE8,MYC,MYH10,NID1,NNAT,NOL3,PAFAH1B3,PCDHGC3,PDGFC,PDGFRA,PDGFRB,PLS3,PRSS23,PRXL2A,PSMB9,PTGFRN,RAP1GAP,RPL23,RPL27A,RPL39,RPLP1,RPS6KA2,RRM2,SERPINE1,SESN3,SH3RF1,SHROOM3,SIVA1,SNAI2,SOX4,SOX5,SPRY4,ST18,TENM4,TGFB1I1,TGFB2,TIMP3,TK1,TNFRSF10B,TOP2A,TP53,TSC22D1,TSPAN6,VCAN,VCL,WLS,YAP1"	Upstream	Adult_vs_Fetal
HTT Signaling	7	-1.106	"ABCA1,ACTA2,ACTN2,AKAP12,ARPP21,ASGR1,ATP1A3,ATP2B2,ATP5F1A,ATP6V0E2,ATP8A1,B4GAT1,BAIAP2,BASP1,BCL11B,BCL6,CA12,CAST,CBR1,CBX1,CCL5,CD9,CDK2AP1,CDK5,CHRNB2,CIT,CNR1,COCH,COL16A1,COL4A1,COL4A2,COL6A1,CPNE5,CRYAB,CTDSP1,CYFIP2,DDIT3,DHCR7,DLG3,ENPP2,ETV1,FABP7,FGF1,FGFR1,FHL1,FN1,FXYD6,GAD1,GAP43,GAS7,GFAP,GJC1,GLUL,GPX3,GRIA1,GRIN2B,GRIN2D,GRK5,HBA1/HBA2,IFI16,IGFBP5,KCNIP2,KCNK2,KCNK3,KCNQ2,LDHB,MANEAL,MAP2,MDH2,MFAP4,MOBP,MYT1L,NDUFS7,NEFL,NFE2L2,NFIB,NGFR,NPY,NR2F1,NSF,OTX2,PDE10A,PDE4B,PDLIM4,PENK,PFKM,PLCB1,PNOC,PPARA,PPARD,PPP1R1A,PROM1,PSMB9,PTPN22,RABIF,RAP1GAP,SCHIP1,SELENOP,SERPINH1,SEZ6,SGK1,SGTB,SLC1A2,SNAP25,SPTAN1,SPTBN2,SRM,STRN,STX12,STX1B,TCF3,TFAP2C,TIAM1,TIMP3,TP53,TRAP1,TUBB,UQCR11,VAMP1,VAMP3,VAPB,VSNL1,YBX1,ZNF706"	Upstream	Adult_vs_Fetal
Huntington Disease	9.978810701	0	"LRRN1,SEZ6,FAM107A,CNR1,PPARA,PDE4DIP,TSPO,CFLAR,TUBA1A,KCNH7,PPP1R1A,IMPA1,GRIN2D,KCNIP2,PDE6B,ST8SIA2,S1PR1,NPY,MYH7,FBL,SLC1A2,PKIA,MYO1B,FABP7,FOXG1,GDNF,BCL6,CDK5R1,ETV5,SERGEF,SGK1,ARPP21,VCAN,SCG2,BAX,GABRA3,CRB1,PSMB9,CACNB3,SERPINI1,KCNK2,PENK,FOXP1,SNAP25,NDRG1,EMX2,CKB,TP53,NOTCH2,CA12,TPD52,ITPKB,DDIT3,ADCY2,LAMP2,VSNL1,ATP1B1,PFKM,DDX60L,SYNJ1,AHCY,PREPL,BCL11B,ZNF215,CHRM3,NME1,GFAP,GRIN2B,BAIAP2,IDH3A,MAL2,ARIH2,PLAAT4,LDHB,ST8SIA1,APLNR,HINT1,BASP1,CPNE5,RANBP1,TIMM22,ATP2B2,MAP2,SCN5A,GABRA4,CSRP2,ACTN2,CDKN1C,FGF13,KCNIP1,NGF,SOX2,SCN3B,DHCR7,AEBP1,CCL5,CRYAB,RAP1GAP,PPP1R2,CDK5,EPHB2,GABRB3,GABRA2,CREB3L1,TBCE,SCN1A,DYNC1I1,SOX9,GADD45A,CALB1,GJA1,PSMB6,SMTN,SPOCK3,B4GAT1,NEFL,FAM117A,PDE10A,MYT1L,KCNQ2,ETV4,INPP1,GNG3,SRM,CCL4,CYFIP2,ARL3,PMP22,SYNPR,PLCB1,VAMP1,SGTB,COCH,ZNF706,EPHB4,DYNLT1,SLC25A23,DPYSL3,SCN2A,CNTF,SYTL4,SLC1A6,RFX4"	Functional	Adult_vs_Fetal
